Objra,Objdec,mangaid,plateifu
41.621359,-14.093218,  7-23925038 ,  8663-12705 
65.777453,26.674636,  3-29809581 ,  9258-12705 
247.4626868,39.7665109344,    1-211074 ,  8602-12705 
350.70839,51.70157,      27-427 ,  7997-12705 
93.2593,45.4471,       4-901 ,  8102-12705 
114.73806,3.8500507, 3-141291586 ,  9532-12705 
300.25232,43.970963,  7-18567422 ,  9080-12705 
282.12853,-25.176731,  3-96034346 ,  9073-12705 
247.280269588,40.5910287121,    1-135129 ,  8603-12705 
137.068084868,41.6391904095,    1-217069 ,  8247-12705 
134.463246325,26.0245115034,    1-386197 ,  9506-12705 
165.795923954,41.7052427347,    1-587938 ,  8274-12705 
285.48104,-10.409997,  7-16879064 ,  9800-12705 
141.5635,47.541256, 3-149442523 ,  9727-12705 
111.936858786,42.1015119728,    1-548025 ,  8132-12705 
191.93096,12.204718, 3-113121512 ,  8965-12705 
113.38736,4.585921,   7-2190078 ,  9531-12705 
170.461723946,48.0792542418,    1-576146 ,  8946-12705 
118.73516,65.142724, 3-158472527 ,  9726-12705 
116.913117872,44.4627901849,    1-339042 ,  8138-12705 
247.742074857,48.2803111461,     1-93466 ,  8483-12705 
81.05485,-3.000918,  7-26734337 ,  9478-12705 
21.271836,0.85335222, 3-104222158 ,  8683-12705 
228.95574,0.883426,  7-11760010 ,  9017-12705 
57.1040919143,-6.62606055908,    1-604172 ,  8727-12705 
205.386024339,38.7879976571,    1-402409 ,  8330-12705 
195.104915844,27.5522505531,    1-456637 ,  8949-12705 
166.477106006,41.0632480288,    1-278490 ,  8451-12705 
118.925615484,50.1727724696,    1-378795 ,  8715-12705 
207.844333635,38.3103337134,    1-405261 ,  8447-12705 
87.380464,0.39319332,  3-42830851 ,  8892-12705 
247.725945425,46.5902138098,     1-94169 ,  8484-12705 
324.895915071,11.2049630634,    1-114073 ,  7975-12705 
261.706139018,56.8107818784,     1-24375 ,  8625-12705 
126.535608471,23.7399228582,    1-384548 ,  8939-12705 
277.1924,3.016308,  3-44638923 ,  9120-12705 
319.662146239,0.295079116042,    1-179795 ,  8615-12705 
177.69224,0.81984,     4-19833 ,  8265-12705 
291.81055,38.357184,  3-12737679 ,  9133-12705 
145.90431,55.146038,   7-6215570 ,  9689-12705 
82.665294,11.802229,  3-29301201 ,  8885-12705 
143.288053477,49.0503236816,    1-156062 ,  8439-12705 
208.91648,33.645083, 3-138992033 ,  9730-12705 
38.50683,46.07218,     27-1023 ,  8037-12705 
178.85476,18.761042, 3-112222457 ,  8802-12705 
291.29956,0.943334,  7-17606072 ,  8695-12705 
243.619184484,25.6940909147,    1-296074 ,  9088-12705 
116.475347803,43.5193898701,    1-338737 ,  8137-12705 
194.08653,41.902865, 3-133381030 ,  8797-12705 
183.403568678,46.4939291513,    1-575847 ,  8261-12705 
49.279783,47.057179,  3-26080921 ,  8808-12705 
93.986543,-6.703481,  7-28102318 ,  8909-12705 
177.57425,34.742023,   7-8431666 ,  8816-12705 
83.526963,10.998374,  7-26939518 ,  8881-12705 
283.40685,-25.560401,  3-96946229 ,  9075-12705 
164.8642,47.526823, 3-140608451 ,  9804-12705 
244.216716794,50.2821959759,    1-542392 ,  8482-12705 
28.7483064255,13.4829607899,    1-602993 ,  9195-12705 
177.57425,34.742023,   7-8431666 ,  8798-12705 
208.62271,31.806997, 3-137518763 ,  8912-12705 
294.08591,40.36898,      4-6778 ,  8110-12705 
244.03447,23.061893,  7-12841878 ,  8970-12705 
225.971442494,48.5761094845,    1-246944 ,  8597-12705 
156.81314,14.49511,     4-12928 ,  8120-12705 
208.592091639,25.1530840333,    1-424415 ,  8443-12705 
84.47601,31.90622,     27-1476 ,  8045-12705 
177.577,1.77599,     27-1858 ,  8051-12705 
195.006340293,27.7312425839,    1-456935 ,  8931-12705 
172.218382754,51.0006797463,    1-149517 ,  8992-12705 
249.558610758,41.9388102427,    1-569095 ,  8978-12705 
241.15163,5.0266112, 3-139451502 ,  8640-12705 
323.01165,12.067704,  3-94513594 ,  9305-12705 
330.85849,54.036859,  7-21695350 ,  8692-12705 
156.560397898,37.4594095056,    1-392972 ,  8568-12705 
124.670296206,26.5355639805,    1-230171 ,  8942-12705 
93.72852,44.03132,      4-1258 ,  8101-12705 
82.86197,-0.80246954,  3-51508566 ,  9476-12705 
229.847987632,28.3182107199,    1-374773 ,  9891-12705 
153.034483163,46.2936923797,    1-167564 ,  8453-12705 
54.731285,24.098354,  3-50993269 ,  9257-12705 
167.24018,10.58708,   7-7738976 ,  9779-12705 
194.898779,27.959268,        50-2 ,  8479-12705 
5.212603,69.502459,  3-27040593 ,  8701-12705 
260.1588959,28.6941793535,    1-178542 ,  9085-12705 
247.155376088,39.69890557,    1-211023 ,  8312-12705 
83.109008,10.320539,  3-31409644 ,  8884-12705 
59.50743,11.305313,  3-65712664 ,  8686-12705 
78.173065,49.397971,  7-26698408 ,  8705-12705 
144.01369,54.352051,   7-5794040 ,  9541-12705 
255.14876,9.7301788,  7-14289568 ,  9858-12705 
93.919,-6.9671752, 3-145181169 ,  8908-12705 
123.30134025,40.4195406192,    1-122412 ,  9486-12705 
9.17571,56.37726,      27-752 ,  8000-12705 
205.293330159,37.0186006084,    1-418224 ,  8446-12705 
228.237054485,30.3045226966,    1-374107 ,  9045-12705 
217.8001,49.249501,  7-11034777 ,  9063-12705 
43.22245,51.87655,      27-956 ,  8038-12705 
64.476177,60.285932,   3-6680403 ,  8680-12705 
82.905794,11.500533,  7-26899537 ,  8887-12705 
167.15437657,43.0042373453,    1-256002 ,  8258-12705 
165.795923954,41.7052427347,    1-587938 ,  8256-12705 
330.69621,54.954771,  7-21734189 ,  8691-12705 
230.153021184,41.9604360155,    12-84627 ,  7443-12705 
344.91274,59.252571,  3-45054175 ,  8699-12705 
84.143546,0.069096231,  3-48500027 ,  9473-12705 
245.009902118,45.7972555462,     1-93288 ,  8548-12705 
115.767844167,47.4159585016,    1-548080 ,  8239-12705 
84.479844,-2.7085409,  3-52508702 ,  8898-12705 
259.083007799,26.8501600799,    1-178276 ,  7962-12705 
139.235964535,26.8437800717,    1-387086 ,  9505-12705 
176.940672412,51.0841798067,    1-150245 ,  8991-12705 
15.07288,40.07565,     4-15416 ,  8114-12705 
82.31722,2.3435152,  3-47418407 ,  8904-12705 
88.51806,42.659851,  7-27710304 ,  8682-12705 
72.74015,32.95937,     27-1361 ,  8043-12705 
81.02458,24.27831,     4-14203 ,  8119-12705 
183.23711,31.380631,       14-28 ,  7444-12705 
172.833530941,21.424677921,    1-491045 ,  8338-12705 
289.05232,-2.0720823,  3-71940930 ,  9116-12705 
289.81587,-29.547175,  7-17501484 ,  9097-12705 
194.345562626,26.9877218828,    1-456353 ,  8932-12705 
69.597426,0.085143629,  3-70144030 ,  8773-12705 
116.43123,32.10292,    1-604821 ,  8139-12705 
292.8997,37.659273,  3-14224086 ,  8631-12705 
134.284434379,51.4715460589,    1-605549 ,  8244-12705 
87.840001,-0.60774892,  3-44027291 ,  8891-12705 
173.194517196,52.9408979919,    1-149896 ,  9000-12705 
129.99929,23.4134,    1-385499 ,  9493-12705 
117.009655727,28.4049993878,    1-201352 ,  8145-12705 
167.034557947,45.9846243821,    1-277552 ,  8257-12705 
204.353484976,27.4192185178,    1-458137 ,  8984-12705 
42.729788,52.705149,  7-23937221 ,  8811-12705 
240.01002,5.8846134, 3-139452167 ,  8636-12705 
225.77161,21.887874, 3-141868006 ,  8914-12705 
117.59546,17.64534,    1-382322 ,  9492-12705 
227.77964,36.527057, 3-149050613 ,  9772-12705 
151.284661833,44.5140468179,    1-167169 ,  8456-12705 
109.84119,1.931427, 3-142827408 ,  9530-12705 
179.72976,19.28611,   7-8297715 ,  9018-12705 
208.91648,33.645083, 3-138992033 ,  9665-12705 
159.74555,25.270775,   7-7163483 ,  8959-12705 
245.01567,50.808284, 3-157179649 ,  8967-12705 
127.273132937,25.7726268856,    1-298798 ,  9508-12705 
212.101063845,47.2737209102,    1-235385 ,  8325-12705 
195.24984,41.454843, 3-134064467 ,  8796-12705 
318.94151,31.966224,  7-20542153 ,  8664-12705 
214.2841704,42.682763718,    1-265863 ,  8333-12705 
164.2943,47.667637, 3-141054894 ,  9805-12705 
169.342672388,22.3385004333,    1-613769 ,  8449-12705 
228.35149,66.85997,     4-16394 ,  8112-12705 
46.7745390667,-1.13440267087,     1-37796 ,  9194-12705 
283.76891,42.99795,  7-16904614 , 10009-12705 
217.12200475,50.6900266995,    1-197454 ,  9864-12705 
121.365612425,24.7953158283,    1-229888 ,  8940-12705 
150.59889,25.597916,   7-6441694 ,  9669-12705 
286.02927,16.919064,  7-17124822 ,  9295-12705 
234.760164534,43.320575499,    1-569199 ,  9037-12705 
255.67705127,34.05999311,    1-176803 ,  8613-12705 
264.680317495,57.2392064632,     1-24476 ,  7990-12705 
19.489978,84.65049,   3-2484924 ,  9083-12705 
85.702485,-3.4131997,  3-52009213 ,  8899-12705 
139.66913,21.96801,      4-4623 ,  8117-12705 
143.78394,47.205523,   7-5632717 ,  9692-12705 
247.185104669,39.473838506,    1-569166 ,  8604-12705 
10.837388,41.353589,        52-4 ,  9677-12705 
82.120847,2.6176293,  3-46858592 ,  8905-12705 
291.91289,38.222178,  3-13022789 ,  9132-12705 
52.997333,48.219088,  7-24594784 ,  9662-12705 
250.312873125,39.7523514003,    1-135383 ,  8588-12705 
131.944246223,24.9128317063,    1-564429 ,  9500-12705 
120.557870585,37.1500762169,    1-548626 ,  9181-12705 
178.52163,35.291196,   7-8404630 ,  8799-12705 
217.077905948,46.8238432166,    1-320922 ,  8326-12705 
223.984092721,42.1597825909,    1-235988 ,  8980-12705 
29.461559,-2.6610594, 3-103681233 ,  8806-12705 
116.52928,65.253798, 3-158798543 ,  9539-12705 
241.907223711,45.0653702307,    1-134597 ,  8549-12705 
352.88291,49.59785,      27-479 ,  7998-12705 
226.24486,20.827621,  7-11737064 ,  9980-12705 
84.555001,-0.062766979,  7-26906300 ,  9474-12705 
196.061751441,26.1161917315,    1-457097 ,  9876-12705 
80.375339,24.202314,  3-14753874 ,  8815-12705 
191.493278418,45.1990128526,    1-575796 ,  8341-12705 
254.34037,11.09675,  7-13782175 ,  9679-12705 
285.43916,-10.967816,  3-80949882 ,  9111-12705 
191.61791,-2.869629,   7-9320498 ,  9014-12705 
118.41049,50.77351,    1-378863 ,  8711-12705 
127.252980642,21.9633831158,    1-384849 ,  9494-12705 
83.995767,-2.3717726,  3-53010147 ,   8897-1901 
236.765405052,27.9888612383,    1-316700 ,   9888-1901 
83.246197,0.19930583,  3-49527738 ,   9472-1901 
126.081201703,25.6744725593,    1-298835 ,   9508-1901 
163.622700303,50.5775427178,    1-148780 ,   8999-1901 
332.66797,42.550512,  3-64496169 ,   8679-1901 
293.02887,38.08913,     4-10577 ,   8111-1901 
255.895283788,36.4015364012,    1-634477 ,   7957-1901 
191.64389,13.430829,   7-9225685 ,   8965-1901 
296.57211,50.97806,  7-18132413 ,   9861-1901 
216.81967,51.386159, 3-150431480 ,   9063-1901 
83.567222,-2.1029791,  3-53009902 ,   9468-1901 
52.488636,1.0365803,  3-92055137 ,   9520-1901 
54.83003,24.153245,  3-50993281 ,   9257-1901 
155.88555557,46.0577547418,    1-167688 ,   8452-1901 
1.285654,1.110055,    7-146204 ,   9243-1901 
291.73131,38.744014,  3-12458862 ,   8560-1901 
135.343375731,55.0407632279,     1-48772 ,   8721-1901 
112.662660995,38.4475863751,    1-337898 ,   8135-1901 
120.015689722,38.9909540713,     1-72056 ,   9182-1901 
74.47088,22.12605,     27-1637 ,   8046-1901 
203.525726598,39.6883852634,    1-402576 ,   8330-1901 
192.55677,41.397524, 3-131364913 ,   8796-1901 
253.467582812,39.7601617207,    1-594755 ,   8612-1901 
142.94492,56.315932, 3-152399927 ,   9541-1901 
348.0143,42.09458,  7-22736819 ,   8687-1901 
233.968342684,57.9026365222,     1-90242 ,   8553-1901 
218.27331,57.018119, 3-152860996 ,   8964-1901 
316.5306,56.349313,  3-21196416 ,   9298-1901 
247.438032058,39.8105402631,    1-211079 ,   8604-1901 
296.13866,11.058709,  3-58864459 ,   9978-1901 
64.13217,49.6957,     27-1184 ,   8041-1901 
136.240067219,27.7276382424,    1-386263 ,   8987-1901 
227.177571838,28.171156094,    1-593648 ,   9891-1901 
165.081845479,45.8900282451,    1-277462 ,   8257-1901 
334.27117,49.974473,  3-52873833 ,   9535-1901 
194.176557636,27.5482501672,    1-456540 ,   8932-1901 
255.54186554,32.8418387818,    1-176659 ,   9883-1901 
113.7719115,41.97432,    1-338579 ,   8566-1901 
169.287129083,48.5387549726,    1-174119 ,   8946-1901 
289.84594,46.454774,  7-17493779 ,   8671-1901 
138.64798,22.95682, 3-139927642 ,   8813-1901 
116.763969988,46.5344816505,    1-339233 ,   8138-1901 
126.409847941,21.1425594142,    1-412833 ,   9488-1901 
215.704219892,42.3956483269,    1-266298 ,   8333-1901 
322.45801,12.303382,  3-93866757 ,   9305-1901 
35.116597,-5.4012357, 3-103286594 ,   8662-1901 
242.98146,52.149473, 3-156918072 ,   8920-1901 
216.18409,57.226967, 3-152511344 ,   8963-1901 
133.82809257,27.3461660786,    1-385978 ,   9506-1901 
260.746702226,60.5592910725,     1-23731 ,   8611-1901 
80.825684,2.8003969,  3-48496224 ,   8906-1901 
284.04676,-9.404148,  54-5962522 ,   9800-1901 
131.287733636,54.9782636717,     1-47463 ,   8724-1901 
213.813097542,47.8733435601,    1-320681 ,   8326-1901 
66.33051,49.93642,     27-1170 ,   8040-1901 
82.075033,-0.179176,  7-26765109 ,   9476-1901 
199.675905146,32.9186618405,    1-415354 ,   8442-1901 
122.38422516,26.2834157119,    1-218245 ,   9509-1901 
335.25994,65.917358,  3-21696715 ,   9262-1901 
296.72361,44.853238,  7-18018632 ,   9129-1901 
208.75196,32.977409,  7-10379595 ,   9778-1901 
81.952165,11.500075,  7-26841363 ,   8887-1901 
204.252399017,43.4255815984,    1-250628 ,   8331-1901 
8.02281,55.47084,      27-762 ,   8000-1901 
176.79963,1.51357,     27-1861 ,   8052-1901 
313.36398,37.037018,  3-43167784 ,   8688-1901 
125.26063,0.377261,   7-4217137 ,   8924-1901 
84.76073,31.41376,     27-1496 ,   8044-1901 
200.59129,72.99999,   7-9842289 ,   9012-1901 
133.330028009,57.0411553708,     1-55567 ,  10001-1901 
84.191527,-0.56713284,  3-49528581 ,   9474-1901 
179.29421,19.916269,   7-8282601 ,   9019-1901 
54.5641588216,1.0018050093,     1-38764 ,   8156-1901 
53.317085,49.396612,  7-24501136 ,   9662-1901 
79.02775,24.19884,     4-14340 ,   8118-1901 
274.51075,-3.3746585,  3-52031851 ,   9113-1901 
49.688859,20.696785,  3-64045358 ,   8685-1901 
314.6557,55.463956,  3-20734751 ,   9299-1901 
84.22509,0.21776093,  3-47968406 ,   9471-1901 
13.75157,40.21515,     4-15428 ,   8114-1901 
289.53765,-2.1965918,  3-72439452 ,   9117-1901 
121.14792839,50.7085561945,    1-351790 ,   8720-1901 
144.104503096,43.8476063031,    1-217412 ,   8461-1901 
92.472791,-5.143388,  7-27852553 ,   8909-1901 
335.09294,51.125546,  3-51375165 ,   9466-1901 
288.06965,40.875557,   3-8333901 ,  10012-1901 
295.2969,12.796518,  7-18066169 ,   9294-1901 
170.971389946,53.1293912654,    1-187430 ,   8996-1901 
165.29167,12.24854, 3-114066177 ,   9682-1901 
116.847786455,39.1959312934,     1-43541 ,   8713-1901 
164.84534,10.638784, 3-113585375 ,   9672-1901 
82.221104,2.8685878,  3-46302272 ,   8904-1901 
296.02861,44.44457,  7-18002419 ,   9130-1901 
63.370037,24.954448,  3-36100890 ,   8778-1901 
171.357399251,52.6228783046,    1-149624 ,   8997-1901 
116.771614003,30.9368164997,    1-152742 ,   8936-1901 
103.87118,25.4702,     27-1724 ,   8049-1901 
47.9148954163,0.781728582267,     1-37931 ,   8081-1901 
222.453764245,33.857455712,    1-314028 ,   9024-1901 
192.83129263,42.4349452446,    1-283711 ,   8317-1901 
81.51662,2.3248052,  3-48496988 ,   8902-1901 
44.264015,36.896441,  3-47389796 ,   9521-1901 
140.20498,48.03936, 3-150067464 ,   9670-1901 
258.42305,-24.598964, 3-125804590 ,   8556-1901 
154.492431948,37.1815832021,    1-273933 ,   8568-1901 
116.34828,66.262572, 3-158957073 ,   9539-1901 
244.348135514,50.6359271191,    1-594386 ,   8482-1901 
172.192896191,52.248505131,    1-614907 ,   8992-1901 
328.71335,45.963228,  3-52854364 ,   8678-1901 
209.78452,33.955194,  7-10385872 ,   9544-1901 
314.7136,56.768418,  3-19423515 ,   9124-1901 
245.828081102,30.4670206295,    1-272055 ,   9025-1901 
241.61973,51.749115, 3-156661987 ,   9011-1901 
80.940175,-2.4285037,  3-57014197 ,   9479-1901 
272.2963,-8.980481,  7-15745946 ,   9857-1901 
54.5106672475,-5.93238324841,     1-51776 ,   8727-1901 
179.2734,19.882416,   7-8318833 ,   8802-1901 
204.806912689,24.8930759381,    1-458316 ,   9881-1901 
164.627215033,40.8755293024,    1-277154 ,   8256-1901 
192.50767,42.16678,       4-435 ,   8264-1901 
195.942816887,27.9869307718,    1-457177 ,   8935-1901 
196.62795,72.144718,   7-9435365 ,   9067-1901 
160.81056,40.779378, 3-136745760 ,   9690-1901 
248.914682244,42.461295253,     1-94554 ,   8978-1901 
109.32034,1.881204,   7-2054418 ,   9530-1901 
4.8041952,86.31656,   3-2063261 ,   9083-1901 
176.63131,33.682653, 3-119295900 ,   8816-1901 
281.64862,48.197083,  7-16550575 ,   8669-1901 
82.71948,10.703578,  7-26779752 ,   8884-1901 
240.618266812,44.5414487067,    1-209722 ,   9031-1901 
194.819512903,27.1061297863,    1-456687 ,   8950-1901 
80.340344,0.6306461,  3-53006487 ,   8901-1901 
241.113656819,44.9216512433,    1-209729 ,   8549-1901 
218.268988443,51.5223147848,    1-246064 ,   8595-1901 
255.24015,10.755783,  7-14269767 ,   9679-1901 
246.668109413,42.0267543146,    1-135235 ,   9029-1901 
141.90791,48.834417, 3-149818505 ,   9729-1901 
249.717085826,40.1993481631,    1-135657 ,   8588-1901 
183.19337,33.945161,       14-12 ,   7444-1901 
84.328497,-2.5379275,  3-52508487 ,   8899-1901 
154.974655725,44.3379704529,    1-254552 ,   8454-1901 
122.155392392,39.9040611554,     1-72155 ,   9183-1901 
245.924020984,24.1718053089,    1-295212 ,   9050-1901 
322.040886836,1.14109407639,    1-180286 ,   8616-1901 
60.102894,36.48589,  3-23688133 ,   8665-1901 
282.53869,43.634745,  7-16614228 ,  10009-1901 
147.638799664,34.0988189132,    1-389503 ,   8944-1901 
297.96298,44.324374,  7-18021174 ,   9128-1901 
139.18915,21.46752,      4-4602 ,   8117-1901 
263.060425501,59.8708609748,     1-23665 ,   8624-1901 
84.482172,15.485561,  3-20899566 ,   8805-1901 
287.9673,-1.9520742,  7-17313746 ,  10020-1901 
11.325321,40.785931,       52-11 ,   9677-1901 
137.96854,23.356188,   7-5259294 ,   8926-1901 
273.14417,-4.7445907,  3-52025083 ,   9112-1901 
116.213915388,26.5790388255,    1-201217 ,   8147-1901 
141.59242,27.2322,      4-2075 ,   8100-1901 
281.5928,48.16632,  7-16561561 ,   8668-1901 
117.472421015,45.2484834965,    1-339094 ,   8141-1901 
198.784245451,30.4037749681,    1-625070 ,   8322-1901 
254.06102,-21.393624, 3-125047899 ,   8557-1901 
289.98098,-29.852512, 3-101572306 ,   9099-1901 
225.46488,36.801307,  7-11882357 ,   9658-1901 
57.665758,68.070567,       51-35 ,   9675-1901 
196.755055271,46.3094313124,    1-284321 ,   8318-1901 
288.02999,47.507937, 54-47909065 ,   9803-1901 
150.93803,25.304749, 3-132054716 ,   9691-1901 
171.334256742,22.7327376364,    1-489877 ,   8450-1901 
83.116819,11.181733,  7-27013346 ,   8879-1901 
112.855930903,45.3094822197,    1-377986 ,   8133-1901 
246.959644668,40.937449163,    1-135193 ,   9869-1901 
29.342078,-1.6490676, 3-103517906 ,   8806-1901 
190.582431495,45.4378646384,    1-259091 ,   8341-1901 
223.612367837,30.9085092876,    1-373100 ,   9002-1901 
189.99178,-2.8601695, 3-109275646 ,   8917-1901 
65.777453,26.674636,  3-29809581 ,   9287-1901 
99.34209,6.68243,     27-1793 ,   8050-1901 
132.10652,12.90337, 3-136753329 ,   8972-1901 
136.114189404,41.4862065591,    1-217015 ,   8440-1901 
141.37237,28.53696,      4-2622 ,   8099-1901 
238.448582292,47.4049584412,    1-134004 ,   8486-1901 
253.89306,11.452299, 3-148778687 ,   9858-1901 
344.31254,60.787299,  3-40330685 ,   8699-1901 
41.3789555443,0.920638397764,     1-37034 ,   8077-1901 
195.053603424,28.0755010676,    1-591255 ,   9863-1901 
330.58678,54.662642,  7-21648531 ,   8693-1901 
165.29167,12.24854, 3-114066177 ,   9779-1901 
208.54038,32.101562, 3-137764210 ,   9665-1901 
284.28933,32.882059,  3-11073459 ,   9122-1901 
319.49957,31.015832,  3-61230650 ,   8664-1901 
206.836579376,34.7744457545,    1-409249 ,   8445-1901 
194.769340457,27.9109993819,    1-456590 ,   8933-1901 
288.0595,43.699545,  7-17117407 ,   9079-1901 
195.45771,28.351608,       50-16 ,   8479-1901 
239.94228,7.163235,  7-12764206 ,   9125-1901 
